Manufacturer,Regulatory Class,Vehicle Type,Model Year,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Drivetrain - Front,Drivetrain - 4WD,Drivetrain - Rear,Transmission - Manual,Transmission - Automatic,Transmission - Lockup,.Transmission - CVT (Hybrid),Transmission - Other,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle  (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,7+ Gears,Average Number of Gears,Transmission - CVT (Non-Hybrid)
GM,All,All,1989,24.75841,20.89913,18.29483,24.80601,425.32804,485.871,358.34332,3476.631,-,214.7715,142.7462,11.9336,0.69263,0.040825,36.53325,0.609,0.104,0.287,0.124,0.019,0.857,0,0,0.035,-,0.397,0.567,0,0.001,0,0,0,0,0,0.999,-,-,0,0.035,-,0,3.8,0
GM,All,All,1990,24.47231,20.61051,17.91223,24.6148,431.28595,496.25202,361.12779,3560.287,-,212.1184,145.6419,11.2336,0.722122,0.040769,36.91599,0.689,0.092,0.218,0.113,0.021,0.866,0,0,0.015,-,0.484,0.499,0,0.001,0,0,0,0,0,0.999,-,-,0,0.083,-,0,3.7,0
GM,All,All,1991,24.76383,20.79288,18.00176,24.85425,427.49086,493.77011,357.63783,3499.759,-,211.0245,144.2033,11.2864,0.716442,0.040959,36.53109,0.596,0.111,0.294,0.167,0.016,0.817,0,0,0.006,-,0.376,0.617,0,0.001,0,0,0,0,0,0.999,-,-,0,0.056,-,0,3.9,0
GM,All,All,1992,24.22522,20.30683,17.43379,24.45399,437.68507,509.81339,363.45909,3584.554,-,216.8934,152.1871,10.7235,0.738019,0.042333,36.52489,0.633,0.102,0.265,0.142,0.02,0.839,0,0,0.008,-,0.586,0.405,0,0.001,0,0,0,0,0,0.999,-,-,0,0.073,-,0,3.8,0
GM,All,All,1993,24.3275,20.31039,17.48131,24.25139,437.5593,508.37162,366.45316,3630.576,-,219.0581,156.8979,9.928,0.750873,0.043161,36.93532,0.618,0.119,0.262,0.13,0.01,0.86,0,0,0.005,-,0.628,0.366,0,0,0,0,0,0,0,1,-,-,0,0.076,-,0,3.9,0
GM,All,All,1994,24.0577,20.00746,17.27094,23.68444,444.1844,514.56386,375.22529,3699.775,-,220.6017,161.1818,9.8329,0.765361,0.043361,37.1395,0.561,0.156,0.283,0.124,0.009,0.866,0,0,0.004,-,0.7,0.296,0,0,0,0,0,0,0,1,-,-,0,0.097,-,0,4,0
GM,All,All,1995,23.89603,19.8319,17.00292,23.58717,448.11642,522.67479,376.77257,3759.654,-,223.0417,170.3101,9.7384,0.803038,0.045491,37.45317,0.565,0.172,0.263,0.123,0.007,0.87,0,0,0,-,0.775,0.225,0,0,0,0,0,0,0,1,-,-,0,0.148,-,0,4,0
GM,All,All,1996,24.67446,20.40939,17.41031,24.32455,435.50853,510.52559,365.41443,3766.028,-,219.8003,178.8112,9.8958,0.840783,0.047269,38.44669,0.579,0.172,0.249,0.104,0,0.896,0,0,0,-,0.999,0,0,0.001,0,0,0,0,0,0.999,0.001,-,0,0.18,-,0,4,0
GM,All,All,1997,24.39915,20.11608,17.14842,23.88662,441.81844,518.27647,372.07833,3841.121,-,222.0755,185.3327,9.8031,0.860153,0.048061,38.53807,0.602,0.179,0.219,0.088,0.011,0.901,0,0,0,-,0.985,0.015,0,0,0,0,0,0,0,1,0,-,0,0.187,-,0,4,0
GM,All,All,1998,24.46397,20.1107,17.07794,23.88938,441.92874,520.40695,372.02789,3780.807,-,219.8336,184.8819,10.0115,0.862659,0.048639,38.07893,0.597,0.176,0.227,0.09,0.004,0.906,0,0,0,-,0.997,0.003,0,0,0,0,0,0,0,1,0,-,0,0.169,-,0,4,0
GM,All,All,1999,23.74676,19.44276,16.58798,22.8636,457.0863,535.75069,388.69744,3934.969,-,227.7979,190.1475,10.0219,0.855349,0.048112,38.24252,0.572,0.202,0.226,0.061,0.004,0.935,0,0,0,-,0.998,0.002,0,0,0,0,0,0,0,1,0,-,0,0.188,-,0,4,0
GM,All,All,2000,23.81841,19.43615,16.54464,22.82231,457.24078,537.15268,389.39963,3962.425,-,227.8262,192.5639,9.5854,0.860122,0.048323,38.53538,0.529,0.219,0.252,0.048,0.005,0.946,0,0,0,-,0.999,0.001,0,0,0,0,0,0,0,1,0,-,0,0.142,0.008,0,4,0
GM,All,All,2001,23.84129,19.36813,16.52098,22.59579,458.84663,537.92215,393.30341,4032.107,-,228.0938,198.4217,9.2898,0.886442,0.049054,39.07482,0.546,0.199,0.255,0.041,0.004,0.955,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,0.163,0.012,0,4,0
GM,All,All,2002,23.15222,18.78655,15.92385,21.98712,473.05128,558.09377,404.19122,4210.27,-,239.0109,216.4096,9.1287,0.915575,0.051192,39.49398,0.495,0.281,0.223,0.036,0,0.964,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,0.238,0.101,0,4,0.001
Mercedes,All,All,1985,23.09705,19.62952,18.55403,21.12623,474.22045,501.36782,441.04034,3699.926,-,195.4342,134.0871,13.4218,0.702698,0.036368,37.25677,0,0,1,0.032,0.968,0,0,0,0,-,0.611,0,0,0.389,0,0,0,0,0,0.611,-,-,0,-,-,0,4,0
Mercedes,All,All,1986,21.10771,17.90609,16.56237,19.81991,500.18377,540.60801,452.07244,3686.085,-,225.71,180.494,10.4546,0.829618,0.048423,33.53906,0,0,1,0.039,0.961,0,0,0,0,-,0.922,0,0,0.078,0,0,0,0,0,0.922,-,-,0,0.015,-,0,4,0
Mercedes,All,All,1987,22.03109,18.61285,17.27156,20.45304,488.62345,526.28817,444.99082,3647.985,-,218.0986,176.3154,10.711,0.838857,0.048075,34.86077,0,0,1,0.012,0.988,0,0,0,0,-,0.79,0,0,0.21,0,0,0,0,0,0.79,-,-,0,0.009,-,0,4,0
Mercedes,All,All,1988,21.1031,17.78644,16.34946,19.74792,499.99898,543.93549,450.34704,3650.437,-,218.4822,182.3788,10.5794,0.87486,0.049625,32.79605,0,0,1,0.005,0.995,0,0,0,0,-,0.992,0,0,0.008,0,0,0,0,0,0.992,-,-,0,0,-,0,4,0
Mercedes,All,All,1989,21.22833,17.82522,16.3736,19.75411,498.75634,542.97184,450.05791,3743.152,-,215.2756,185.6439,10.1733,0.900694,0.049473,33.76664,0,0,1,0.004,0.996,0,0,0,0,-,0.996,0,0,0.004,0,0,0,0,0,0.996,-,-,0,0,-,0,4,0
Mercedes,All,All,1990,21.22828,17.79946,16.10238,20.07665,501.03678,553.80566,444.24736,3828.799,-,204.3323,190.0228,9.6062,0.952471,0.049323,34.33603,0,0.009,0.991,0.006,0.994,0,0,0,0,-,0.965,0,0,0.035,0,0,0,0,0,0.965,-,-,0,0.132,-,0,4,0
Mercedes,All,All,1991,22.18195,18.56758,16.53355,21.32659,482.9494,542.23073,420.61287,3836.136,-,204.1876,187.6179,9.919,0.936531,0.048371,36.08452,0,0.016,0.984,0.028,0.972,0,0,0,0,-,0.918,0,0,0.082,0,0,0,0,0,0.918,-,-,0,0.159,-,0,4.1,0
Mercedes,All,All,1992,21.75713,18.17669,16.05035,21.039,492.09695,557.17504,425.26821,3995.72,-,205.9127,213.3341,9.3006,1.023469,0.052429,36.66612,0,0.033,0.967,0.004,0.996,0,0,0,0,-,0.939,0,0,0.061,0,0,0,0,0,0.939,-,-,0,0.359,-,0,4.1,0
Mercedes,All,All,1993,22.74283,18.92394,16.69003,21.85511,469.61674,532.47349,406.63267,4147.069,-,205.7013,216.2402,8.7333,1.043404,0.051476,39.43296,0,0.011,0.989,0.016,0.984,0,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.656,-,0,4.1,0
Mercedes,All,All,1994,23.56635,19.5682,17.06533,22.84873,454.81117,521.51739,389.50936,4099.017,-,209.8493,228.4332,8.1961,1.09491,0.055502,40.22186,0,0,1,0,1,0,0,0,0,-,0.988,0,0,0.012,0,0,0,0,0,0.988,-,-,0,0.988,-,0,4.1,0
Mercedes,All,All,1995,24.54611,20.29569,17.66053,23.67041,440.49973,506.16775,377.75574,4082.009,-,202.5867,217.9633,8.7871,1.079757,0.052925,41.76096,0,0,1,0,1,0,0,0,0,-,0.944,0,0,0.056,0,0,0,0,0,0.944,-,-,0,0.996,-,0,4.1,0
Mercedes,All,All,1996,25.16388,20.7918,17.78604,24.6886,429.32812,501.8271,361.61665,4016.454,-,194.0091,199.9279,9.5921,1.026931,0.048898,42.01917,0,0,1,0,0.835,0.165,0,0,0,-,0.957,0,0,0.043,0,0,0,0,0,0.957,0.043,-,0,1,-,0,4.3,0
Mercedes,All,All,1997,24.98704,20.63856,17.40245,24.85786,431.81912,512.06334,358.5748,4013.587,-,208.3025,225.1008,8.5297,1.082374,0.05565,41.58531,0,0,1,0,0,1,0,0,0,-,0.974,0,0,0.026,0,0,0,0,0,0.974,0,-,0,1,-,0,5,0
Mercedes,All,All,1998,25.27625,20.71909,17.73713,24.36544,429.93715,502.22556,365.5892,4040.012,-,191.7257,213.4094,9.144,1.118133,0.052641,42.21626,0,0,1,0,0,1,0,0,0,-,0.978,0,0,0.022,0,0,0,0,0,0.978,0.022,-,0,1,-,0,5,0
Mercedes,All,All,1999,24.42689,19.95777,17.11245,23.32871,446.41019,520.64609,381.89604,4170.731,-,202.0813,225.2112,8.8323,1.131865,0.054531,41.7857,0,0.082,0.918,0.014,0,0.986,0,0,0,-,0.976,0,0,0.024,0,0,0,0,0,0.976,0.024,-,0,1,-,0,5,0
Mercedes,All,All,2000,23.63868,19.26575,16.49474,22.46912,461.28488,538.77796,395.52053,4390.074,-,219.2467,239.4833,8.3878,1.112581,0.055493,42.20509,0,0.063,0.937,0.004,0,0.996,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.002,0,5,0
Mercedes,All,All,2001,23.88387,19.42563,16.49181,22.78628,457.48838,538.87348,390.01535,4265.718,-,220.9204,238.6426,8.1706,1.09074,0.056862,41.277,0,0.261,0.739,0.017,0,0.983,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.034,0,5,0
Mercedes,All,All,2002,23.20038,18.77352,16.0703,21.73206,473.37961,553.00782,408.93504,4120.349,-,211.9907,231.078,8.3619,1.108736,0.056281,38.73868,0,0.254,0.746,0.024,0,0.976,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.104,0,5,0
Mercedes,All,All,2003,23.38848,18.8938,16.0229,22.01232,470.36594,554.6435,403.72846,4097.899,-,223.1861,247.0299,7.926,1.14082,0.060366,38.95317,0,0.17,0.83,0.006,0,0.994,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.092,0,5,0
Mercedes,All,All,2004,23.66011,19.05903,16.07177,22.25366,466.28813,552.9572,399.35,4130.722,-,217.0578,243.7076,7.9882,1.165922,0.05914,39.58467,0,0.278,0.722,0.009,0,0.991,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0.01,-,0,1,0.144,0.202,5.4,0
Mercedes,All,All,2005,24.12786,19.3338,16.32067,22.46222,461.25608,546.45781,396.98109,4000.664,-,206.5162,240.7447,7.8926,1.230959,0.06002,39.02054,0,0.271,0.729,0.006,0,0.994,0,0,0,-,0.965,0,0,0.035,0,0,0,0,0,0.965,0,-,0,1,0.295,0.209,5.4,0
Mercedes,All,All,2006,23.37219,18.80553,15.73429,22.05284,473.54467,565.99456,403.80178,4322.753,-,226.3269,268.7759,7.3728,1.20571,0.062723,40.85256,0,0.389,0.611,0.009,0,0.991,0,0,0,-,0.979,0,0,0.021,0,0,0,0,0,0.979,0,-,0,1,0.709,0.81,6.6,0
Mercedes,All,All,2007,22.40387,18.08024,15.0704,21.28752,493.53374,592.04541,419.21791,4515.801,-,243.6834,296.5404,7.2429,1.229067,0.06586,40.94104,0,0.428,0.572,0.004,0,0.996,0,0,0,-,0.965,0,0,0.035,0,0,0,0,0,0.965,0.049,-,0,1,0.292,0.872,6.7,0
Mercedes,All,All,2008,24.00864,19.28845,16.15485,22.59475,464.05246,553.93878,396.24348,4351.42,47.44017,225.7358,275.3008,7.7998,1.221424,0.062566,41.898,0,0.459,0.541,0.002,0.075,0.923,0,0,0,0,0.944,0,0,0.056,0,0,0,0,0,0.944,0.062,-,0,1,0.208,0.838,6.7,0
Mercedes,All,All,2009,24.32501,19.54537,16.3302,22.95479,457.15765,547.11858,389.29239,4262.513,46.38192,219.638,269.2221,7.6572,1.225671,0.062265,41.57493,0,0.43,0.57,0.001,0.08,0.919,0,0,0,0,0.959,0,0,0.041,0,0,0,0,0,0.959,0.045,-,0,1,0.615,0.859,6.7,0
Mercedes,All,All,2010,23.57695,18.94624,15.89817,22.14987,470.60865,560.80252,402.56766,4474.248,48.56533,224.7382,276.6098,7.4674,1.235196,0.061906,42.39583,0,0.53,0.47,0.002,0.014,0.98,0.003,0,0,0,0.975,0,0,0.025,0,0,0,0,0.01,0.966,0.026,-,0,1,1,0.977,7,0
Mercedes,All,All,2011,23.77621,19.10806,16.06808,22.2893,467.89587,556.41488,401.11837,4495.239,48.06645,223.8848,275.2905,7.5203,1.234841,0.061438,43.02618,0,0.445,0.554,0.001,0.015,0.984,0,0,0,0.005,0.942,0,0.002,0.051,0.002,0,0,0,0.001,0.945,0.058,-,0,0.998,0.957,0.978,6.9,0
Mercedes,All,All,2012,26.32278,21.00064,17.63504,24.53267,427.1503,508.56788,365.73002,4449.67,48.21133,203.8522,282.1428,7.4222,1.417359,0.063484,46.93613,0,0.541,0.459,0,0.02,0.98,0,0,0,0.598,0.335,0,0,0.067,0,0,0,0,0,0.933,0.34,0.014,0,1,0.932,0.979,7,0
Mercedes,All,All,2013,28.09373,22.22884,18.73216,25.87214,402.00948,477.12542,345.34306,4346.051,47.25607,200.1906,283.8292,7.3638,1.451803,0.064556,48.38401,0,0.482,0.518,0.001,0.048,0.952,0,0,0,0.901,0.05,0,0.003,0.046,0.003,0,0,0,0.001,0.95,0.434,0.247,0.001,0.997,0.951,0.951,6.9,0
Mercedes,All,All,2014,29.17837,23.05124,19.44814,26.79638,386.99939,458.92763,332.73773,4369.278,47.81949,199.0358,287.0418,7.1798,1.487002,0.065163,51.28271,0.09,0.469,0.441,0,0.024,0.975,0,0,0,0.891,0.051,0,0.01,0.047,0.01,0,0,0,0.001,0.942,0.452,0.665,0.001,0.99,0.943,0.975,6.9,0
Mercedes,All,All,2015,29.82737,23.39981,20.00501,26.83518,380.80349,445.62212,331.90522,4357.58,48.37202,177.4147,285.4575,7.2457,1.666896,0.064827,51.65958,0.08,0.582,0.338,0,0.03,0.969,0,0,0,0.927,0.03,0,0.008,0.035,0.008,0,0,0,0,0.956,0.688,0.736,0,0.992,0.966,0.969,6.9,0
Mercedes,All,All,2016,30.26213,23.64929,20.34977,26.94513,375.98802,437.00125,329.9605,4326.671,48.8754,169.2743,281.417,7.1406,1.722924,0.064647,51.58218,0.067,0.518,0.415,0.002,0.023,0.975,0,0,0,0.977,0.005,0,0.004,0.014,0.004,0.003,0,0,0,0.979,0.75,0.762,0,0.996,0.988,0.975,7.2,0
Mercedes,All,All,2017,29.23621,23.04015,19.79107,26.29694,385.07851,448.31485,337.37391,4535.511,49.99567,162.0145,287.9743,6.9984,1.826822,0.063325,52.8709,0.043,0.587,0.37,0,0.01,0.99,0,0,0,0.994,0.002,0,0.004,0,0.004,0.005,0,0,0,0.991,0.87,0.836,0,0.996,0.996,0.99,8,0
Mercedes,All,All,2018,29.76869,23.50904,20.05567,27.0187,377.45108,442.4455,328.42021,4429.762,49.55064,156.8138,284.6131,6.9525,1.847087,0.063871,52.57799,0.101,0.537,0.363,0,0.004,0.996,0,0,0,0.996,0.001,0,0.004,0,0.004,0.006,0,0,0,0.99,0.861,0.812,0.025,0.996,0.996,0.996,8.3,0
Mercedes,All,All,2019,29.95028,23.68033,20.08761,27.3737,374.37988,441.12861,324.02557,4389.575,49.4749,149.2531,286.8544,6.7526,1.927986,0.064866,52.38669,0.103,0.59,0.307,0,0.001,0.999,0,0,0,0.998,0.001,0,0.001,0,0.001,0.018,0,0,0.033,0.948,0.983,0.899,0.062,0.999,0.999,0.999,8.5,0
Mercedes,All,All,2020,30.52943,23.90336,20.48703,27.34306,371.54323,433.41699,324.86654,4540.189,50.78277,146.1575,295.2006,6.6982,2.020096,0.065049,54.3143,0.099,0.624,0.278,0,0,1,0,0,0,0.999,0.001,0,0,0,0,0.004,0,0,0.153,0.843,0.983,0.827,0.069,1,1,1,8.6,0
Nissan,All,All,1975,24.67991,21.06268,18.94153,24.40267,421.93107,469.18073,364.18148,2639.884,-,117.5339,111.9255,-,0.944139,0.041604,28.27624,0,0,1,0.813,0.187,0,0,0,0.753,-,0.247,0,0,0,0,0,0,0,0,1,-,-,0,-,-,-,-,0
Nissan,All,All,1976,26.31239,22.42079,20.52489,25.27418,396.37324,432.9865,351.62371,2609.582,-,113.5361,107.2865,-,0.939391,0.040497,29.6689,0,0,1,0.777,0.223,0,0,0,0.838,-,0.162,0,0,0,0,0,0,0,0,1,-,-,0,-,-,-,-,0
Nissan,All,All,1977,26.68221,22.71369,21.03342,25.17139,391.26179,422.51816,353.05957,2594.706,-,112.3512,106.4996,-,0.941247,0.040384,30.028,0,0,1,0.748,0.252,0,0,0,0.822,-,0.178,0,0,0,0,0,0,0,0,1,-,-,0,-,-,-,-,0
Nissan,All,All,1978,26.53808,22.5667,21.16901,24.54764,393.81035,419.8118,362.0308,2580.053,-,112.392,105.7102,11.9278,0.932948,0.040325,29.58759,0,0,1,0.742,0.258,0,0,0,0.827,-,0.173,0,0,0,0,0,0,0,0,1,-,-,0,-,-,-,-,0
Nissan,All,All,1979,26.15241,22.26221,20.62321,24.65727,399.19667,430.92218,360.42105,2540.988,-,110.5278,85.7551,15.3377,0.772039,0.033118,28.60248,0.121,0,0.879,0.759,0.241,0,0,0,0.799,-,0.201,0,0,0,0,0,0,0,0,1,-,-,0,-,-,0,4.1,0
Nissan,All,All,1980,29.83741,25.36847,23.85121,27.50716,350.31672,372.60168,323.07955,2531.244,-,107.4286,83.6641,15.6266,0.775919,0.032667,32.45316,0.159,0.027,0.814,0.756,0.244,0,0,0,0.771,-,0.229,0,0,0,0,0,0,0,0,1,-,-,0,-,-,0,4.3,0
Nissan,All,All,1981,29.95443,25.46596,23.9687,27.57098,350.61175,372.451,323.91932,2595.911,-,116.3967,89.6566,15.3782,0.759488,0.033957,33.40578,0.148,0.051,0.801,0.711,0.166,0.123,0,0,0.666,-,0.296,0,0,0.038,0,0,0,0,0,0.962,-,-,0,-,-,0,4.2,0
Nissan,All,All,1982,30.03209,25.54514,23.89791,27.89517,350.5472,374.61301,321.13344,2637.486,-,120.1262,90.1436,16.384,0.74516,0.033818,34.23443,0.348,0.051,0.601,0.641,0.175,0.184,0,0,0.664,-,0.276,0,0,0.06,0,0,0,0,0,0.94,-,-,0,-,-,0,4.2,0
Nissan,All,All,1983,31.69871,26.99844,24.8523,30.18427,329.71013,358.17022,294.92558,2603.433,-,120.2886,91.2976,14.4852,0.751404,0.03466,35.5777,0.591,0.041,0.368,0.663,0.008,0.328,0,0,0.735,-,0.251,0,0,0.014,0,0,0,0,0,0.986,-,-,0,-,-,0,4.4,0
Nissan,All,All,1984,30.47484,25.96174,23.82152,29.16426,342.50476,373.2698,304.90304,2748.049,-,127.5561,101.3346,13.8649,0.783181,0.036315,36.09852,0.36,0.069,0.572,0.663,0.012,0.324,0,0,0.573,-,0.42,0,0,0.007,0,0,0,0,0,0.993,-,-,0,-,-,0,4.5,0
Nissan,All,All,1985,28.35223,24.1401,22.28618,26.87229,368.18207,398.80853,330.74973,2844.752,-,132.7186,103.2771,13.8537,0.76699,0.035597,34.56178,0.553,0.07,0.376,0.608,0.006,0.387,0,0,0.63,-,0.368,0,0,0.001,0,0,0,0,0,0.999,-,-,0,-,-,0,4.4,0
Nissan,All,All,1986,27.4642,23.31353,21.30932,26.25295,381.20596,417.05908,338.52477,2981.358,-,137.3599,105.9025,13.2163,0.763567,0.035092,34.92692,0.422,0.117,0.461,0.678,0,0.322,0,0,0.413,-,0.315,0.271,0,0,0,0,0,0,0,1,-,-,0,0,-,0,4.5,0
Nissan,All,All,1987,27.79094,23.51988,21.28323,26.78717,377.85064,417.55889,331.76325,2983.721,-,131.454,102.2907,14.0794,0.768631,0.033567,35.31897,0.706,0.065,0.229,0.509,0,0.491,0,0,0.312,-,0.266,0.422,0,0,0,0,0,0,0,1,-,-,0,0.017,-,0,4.3,0
Nissan,All,All,1988,28.08286,23.64411,21.59776,26.47847,375.86526,411.47787,335.63121,2954.742,-,127.9343,99.6038,14.5715,0.767308,0.033,35.30013,0.676,0.107,0.217,0.537,0,0.463,0,0,0.004,-,0.266,0.73,0,0,0,0,0,0,0,1,-,-,0,0.028,-,0,4.2,0
Nissan,All,All,1989,28.36068,23.80861,21.52001,26.97136,373.26837,412.96454,329.49768,2956.196,-,131.6453,113.3862,12.5345,0.867873,0.03806,35.41853,0.649,0.08,0.271,0.515,0,0.485,0,0,0,-,0.326,0.674,0,0,0,0,0,0,0,1,-,-,0,0.505,-,0,4.2,0
Nissan,All,All,1990,27.45783,22.99134,20.61009,26.25678,386.53683,431.19661,338.46493,3109.342,-,146.8486,138.3872,10.6301,0.938197,0.043908,35.89449,0.569,0.081,0.35,0.486,0,0.514,0,0,0,-,0.747,0.253,0,0,0,0,0,0,0,1,-,-,0,0.545,-,0,4.3,0
Nissan,All,All,1991,27.5941,23.03552,20.51165,26.45638,385.79556,433.266,335.91135,3169.502,-,147.1363,143.8258,10.4526,0.992986,0.045186,36.89318,0.575,0.103,0.322,0.441,0,0.559,0,0,0,-,0.995,0.005,0,0,0,0,0,0,0,1,-,-,0,0.531,-,0,4.4,0
Nissan,All,All,1992,28.239,23.48095,20.83008,27.00555,378.47706,426.64264,329.08048,3132.366,-,142.3739,141.1735,10.3054,1.010622,0.044869,37.2559,0.667,0.092,0.241,0.406,0,0.594,0,0,0,-,0.999,0.001,0,0,0,0,0,0,0,1,-,-,0,0.65,-,0,4.3,0
Nissan,All,All,1993,27.1356,22.49863,19.91036,25.86441,395.00192,446.35065,343.5995,3260.882,-,145.7005,144.5888,9.7394,1.007561,0.04447,36.91315,0.625,0.1,0.275,0.342,0,0.658,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.58,-,0,4.3,0
Nissan,All,All,1994,27.26364,22.52422,19.86369,25.91662,394.55304,447.39916,342.90734,3248.813,-,144.3149,142.6495,9.8221,1.007696,0.043991,36.89244,0.693,0.122,0.185,0.293,0,0.707,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.606,-,0,4.3,0
Nissan,All,All,1995,26.08243,21.47528,18.96212,24.58252,413.82456,468.67123,361.51707,3380.756,-,155.5834,153.3854,9.7884,0.998927,0.045737,36.67695,0.612,0.137,0.252,0.32,0,0.68,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.603,-,0,4.3,0
Nissan,All,All,1996,27.74645,22.75314,19.93054,26.21153,390.58342,445.89869,339.04924,3279.688,-,151.7476,153.7371,9.9811,1.031573,0.046859,37.70392,0.762,0.079,0.159,0.311,0,0.689,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0.001,-,0,0.855,-,0,4.3,0
Nissan,All,All,1997,26.56644,21.73231,18.98753,25.02353,408.93024,468.04396,355.1457,3374.851,-,154.8968,153.6148,10.1829,1.008523,0.045826,36.9273,0.679,0.133,0.188,0.225,0,0.775,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,0.811,-,0,4.2,0
Nissan,All,All,1998,27.08462,22.07831,19.1833,25.49837,402.52173,463.2675,348.53209,3509.789,-,154.9176,155.1314,10.6292,1.018215,0.044412,39.10571,0.704,0.142,0.154,0.207,0,0.793,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,0.824,-,0,4.2,0
Nissan,All,All,1999,26.50235,21.56403,18.60564,25.01876,412.12145,477.65075,355.21352,3569.844,-,160.8285,159.0822,10.5529,1.00805,0.044749,38.89168,0.761,0.13,0.109,0.113,0,0.887,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,0.752,-,0,4.1,0
Nissan,All,All,2000,24.2863,19.69668,17.1351,22.5543,451.19272,518.64303,394.02688,3700.591,-,172.3598,175.7452,9.7181,1.032554,0.04807,36.78701,0.611,0.166,0.223,0.132,0,0.868,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,0.635,0.346,0,4.1,0
Nissan,All,All,2001,24.08949,19.4456,16.97217,22.11237,457.01855,523.62204,401.90176,3709.562,-,172.6017,181.8034,9.4262,1.062459,0.049122,36.35779,0.564,0.198,0.237,0.107,0,0.893,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,0.751,0.47,0,4.1,0
Nissan,All,All,2002,25.0147,20.08572,17.50733,22.80003,442.45375,507.61587,389.78015,3680.494,-,176.9632,190.6783,9.243,1.086176,0.052085,37.47206,0.625,0.167,0.208,0.123,0,0.877,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,0.967,0.688,0,4.2,0
Nissan,All,All,2003,25.3995,20.35909,17.53917,23.32194,436.51266,506.69445,381.05755,3694.298,-,186.8687,213.0582,8.464,1.140173,0.057892,37.93155,0.508,0.184,0.307,0.109,0,0.821,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,0.851,0.818,0,4.3,0.069
Nissan,All,All,2004,24.14646,19.389,16.48022,22.44871,458.35268,539.25262,395.8802,4058.08,-,210.2963,227.707,8.5639,1.10595,0.056058,39.53165,0.45,0.234,0.316,0.087,0,0.847,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,0.871,0.833,0,4.6,0.067
Nissan,All,All,2005,25.13552,20.08706,17.00124,23.27383,442.42422,522.72657,381.84525,4033.836,-,204.3925,227.945,8.394,1.134421,0.056105,40.65212,0.56,0.214,0.226,0.053,0,0.882,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.993,0,4.6,0.065
Nissan,All,All,2006,25.04028,20.00307,16.96241,23.13111,444.28174,523.92329,384.20127,4037.237,-,204.1021,229.2077,8.4819,1.141521,0.056294,40.54681,0.511,0.214,0.275,0.054,0,0.873,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,1,0,4.6,0.072
Nissan,All,All,2007,26.78619,21.30054,18.13915,24.52506,417.21945,489.93472,362.36406,3958.853,-,196.5249,223.1658,8.4188,1.145447,0.055783,42.6256,0.557,0.22,0.222,0.049,0,0.433,0.008,0,0,-,1,0,0,0,0,0,0,0,0.008,0.992,0,-,0,1,1,0,5,0.51
Nissan,All,All,2008,27.57118,21.89585,18.63652,25.22371,405.87609,476.85942,352.32726,3926.217,48.45188,191.3989,227.2689,8.4674,1.178852,0.056625,43.39149,0.574,0.208,0.218,0.037,0,0.426,0.008,0,0,0,1,0,0,0,0,0,0,0,0.008,0.992,0,-,0,1,1,0,5,0.528
